User_ID,Product_ID,Category,Final_Price(Rs.),interaction
599dbf81,ab7ff487-1,books,295.41,1
7cb6d3eb,d5c83689-d,toys,208.84,1
73a54189,b7af74f2-2,electronics,205.98,1
13649191,4750a3de-4,clothing,284.14,1
fea0052e,7b7268d8-6,books,74.11,1
a0968a8d,1f251a5e-3,home & kitchen,137.56,1
cd1f4cd0,8e964181-6,home & kitchen,169.48,1
82f860f7,5a8e414b-b,sports,248.7,1
51dacac1,65a4da6f-6,beauty,350.3,1
38a1e970,5a55a846-e,home & kitchen,260.82,1
d0d5e3b0,7ce94426-b,beauty,335.2,1
4ff8266f,f391d9be-7,home & kitchen,367.22,1
faff6ffa,cde121ac-d,beauty,340.19,1
8c3265d7,08562850-3,sports,134.94,1
8a00dc54,4263e65c-c,beauty,229.4,1
3d0aec60,43630740-4,home & kitchen,331.26,1
4f231045,c3297364-0,clothing,421.65,1
72a44b20,4d7b33d6-4,books,207.1,1
c34605d2,16ee2335-1,home & kitchen,430.43,1
f836adad,be9ec030-d,sports,127.28,1
aec17f43,6eaed388-2,clothing,315.8,1
f1cbd9ed,31de3bd2-f,home & kitchen,115.75,1
7c8bf4b9,88870a57-4,home & kitchen,148.0,1
a5cda6c8,df236be6-3,toys,216.58,1
c55dd505,0a074647-b,home & kitchen,208.98,1
f666dd75,88ef8a42-2,home & kitchen,167.44,1
c2eefc6e,a0e0a691-6,beauty,266.2,1
4b3752aa,8afa06d8-5,home & kitchen,84.77,1
5984c518,cc75f240-f,clothing,332.57,1
ba0d460e,0cf80cb2-8,toys,358.97,1
e0f55269,6b4cb792-5,home & kitchen,180.6,1
7bdff67a,eabbc369-2,books,325.19,1
10c31378,9883b500-1,home & kitchen,18.67,1
e651377e,a8f16266-b,electronics,11.91,1
ba678df8,da23cfa7-8,electronics,17.07,1
49a759a7,6998026b-c,home & kitchen,9.47,1
abb2fa33,bf309230-0,home & kitchen,206.97,1
a3b63775,f10370ff-5,home & kitchen,176.54,1
1c816115,5fe989c9-0,sports,50.52,1
74ba5569,18a5e79d-9,books,142.44,1
e0a14854,8d0bdad7-4,clothing,172.89,1
171a2e71,928d77c4-3,books,294.6,1
c7cd48dd,f383159c-4,books,261.75,1
b7380b04,8d255132-b,sports,219.72,1
d799d699,2cbe2f6f-c,electronics,369.15,1
d374b1f9,9ea32af8-e,clothing,80.05,1
e8492835,65ac8845-c,books,191.81,1
3efbfc39,93a8561e-7,sports,308.52,1
b267883f,41fbbdbc-9,electronics,237.63,1
978ce91d,e2cdb444-c,beauty,179.89,1
4062921e,bcdf7628-1,home & kitchen,272.89,1
2fb9f48b,1115a4cc-1,sports,302.08,1
aa744c61,a1d355b7-1,home & kitchen,115.54,1
121bdf3e,a0354415-2,books,163.61,1
6894c5b0,96ef0dc9-6,home & kitchen,85.07,1
152a3010,bc8f50c4-2,electronics,202.46,1
cc1c878a,8a124bf1-f,toys,260.66,1
02d317f1,7951f51e-0,beauty,123.4,1
4789f600,28cfa86a-5,home & kitchen,39.14,1
f2e4ad50,612b78d4-f,clothing,176.87,1
b721c64b,b91ead40-7,sports,91.87,1
30d3fca9,88c4fbee-6,toys,344.13,1
1e02db52,12e1e7b7-7,sports,323.99,1
ccdec6cd,743ba069-f,home & kitchen,378.22,1
72baa45f,4ee2c2d6-9,sports,236.59,1
f3498014,1c303802-d,books,153.8,1
d4438986,fe1e6a78-9,beauty,388.57,1
b7ce73a5,3ba8563c-f,sports,75.85,1
56c899ff,afda448a-a,books,151.87,1
8d6c950e,916025c8-f,sports,311.44,1
dcfc3adc,ece88ff7-0,clothing,46.52,1
94ed2dce,9083e49d-7,toys,378.25,1
7341f194,c69635d9-f,sports,261.21,1
295a2e0b,23e7a67d-1,toys,349.58,1
480b55c6,7bbba576-7,toys,212.07,1
4bd29822,948a3b40-d,clothing,251.66,1
11d1ef2a,b6bfe4cb-f,toys,140.4,1
c6952c07,56f9b336-5,home & kitchen,220.51,1
171c325f,ce4c61d2-d,sports,177.59,1
ed799954,d2f40c10-8,sports,395.46,1
4e3e6bab,3d8c1bc0-8,toys,126.66,1
29b1dbdf,1bec4273-5,beauty,189.34,1
11692893,e570765e-b,electronics,129.31,1
6258f6d7,be05d6b5-2,home & kitchen,266.36,1
ade66e84,06ea5adb-3,electronics,217.73,1
7bad321f,0d1765cc-2,beauty,71.34,1
cf78ab9a,23eca2e3-4,books,354.11,1
a1573efd,00bb902e-c,books,147.52,1
8f87ab8c,c1cbbee6-d,clothing,322.58,1
3be9cded,8730a0ee-7,beauty,39.69,1
c0895f76,9869b403-1,clothing,276.68,1
52d2c78c,7936a1cb-1,books,354.74,1
b53aa320,a49efe9f-9,home & kitchen,418.1,1
fe747fa8,c0b10d64-7,books,66.16,1
fab2b55b,474c66bf-3,beauty,104.7,1
4632f85b,312bc8fc-8,toys,289.32,1
c6781108,f048a4a2-5,sports,195.53,1
5bc7097b,118fb0b7-5,home & kitchen,77.51,1
e7dc9f25,36d0d0c8-a,toys,410.5,1
f8fec828,a1d11037-3,sports,356.34,1
a0b8e39d,5f7c41ee-8,electronics,66.28,1
81f9a928,148cb3f3-1,beauty,366.32,1
91da6560,03855207-2,home & kitchen,300.78,1
26d5be1a,5409dd3e-8,books,324.09,1
7bf93a72,fb807119-e,toys,58.3,1
32839723,a875d9c4-3,beauty,28.25,1
2c2500ea,c0b273c2-5,books,412.25,1
39d11da5,61c34d6b-7,home & kitchen,214.45,1
70f75830,e7f6b561-2,beauty,315.89,1
3066b9d4,e5e1cfb0-8,books,105.83,1
a35fe5e5,108aa207-b,toys,343.52,1
a3e73890,06a09e72-0,toys,399.84,1
e3c4830d,d0b8fdbd-c,sports,220.15,1
186f1145,6a7a755f-3,books,311.41,1
a2dd035d,8fb4616e-1,books,207.97,1
b2de1538,211045d2-8,beauty,25.91,1
3b7c7e0d,19c38aae-f,toys,247.7,1
cab404e5,96cc2aff-a,electronics,446.14,1
c0b59a57,1f547b94-e,beauty,130.1,1
5a2835a0,38cc3695-2,home & kitchen,233.68,1
68376ad1,0c216a89-c,toys,35.51,1
e6b61602,8154e3b9-f,sports,187.16,1
ed127a6a,9a063b15-b,books,49.46,1
cdce35a4,1c38c5f3-a,home & kitchen,171.71,1
b7ce1000,4743f61c-6,books,187.65,1
4eada12f,f7dc5f39-8,toys,204.56,1
72033276,938a985a-3,beauty,66.67,1
d3e271bc,8423ce73-6,home & kitchen,105.98,1
75f9ffb4,67788728-f,books,317.82,1
1ec3ff2a,f103ac45-1,electronics,280.16,1
9977a28d,2b5c6c6d-1,electronics,59.92,1
b622561c,adf77823-5,electronics,121.84,1
6f7f0073,1e180b5a-5,clothing,59.74,1
0593db79,747539b8-3,electronics,368.63,1
6531579c,d037e5a2-4,sports,28.12,1
6c54fef2,5d6fed7e-c,books,95.65,1
b1a586a8,35303867-3,books,373.84,1
ed87a707,035b2887-1,sports,176.3,1
ae15cd88,409255b0-7,home & kitchen,219.91,1
a87689fb,cb2df151-f,clothing,395.07,1
d2cafe90,9e7e2170-8,clothing,150.2,1
43fbc7a3,952d56a9-b,books,222.28,1
0a75e9da,c5cfe88d-5,clothing,96.67,1
1c74138b,e8999fe4-c,beauty,46.12,1
f1733214,30884869-f,beauty,27.14,1
4c95d133,9c80171d-4,home & kitchen,9.39,1
294af876,d09b26d9-0,beauty,35.24,1
249fb3ec,2b55fe4e-5,beauty,205.3,1
ab71021f,7bd70763-d,sports,377.59,1
2bca9bc1,f6ac2fc8-b,electronics,135.08,1
4cc8d249,9837356f-2,books,129.08,1
1171aed4,fa178a1a-9,books,418.54,1
20951b9c,d0248426-8,toys,103.11,1
c4eb27aa,3e909d12-3,electronics,409.6,1
122abbd7,8783e6d7-9,home & kitchen,142.07,1
bf16d78e,6c60ac1f-5,electronics,310.13,1
23d9f470,ce33c092-3,electronics,117.67,1
cc33391a,6917952b-a,beauty,12.38,1
f196dcc8,dd47ca5c-7,electronics,423.81,1
5c4cc9cd,dbdf1bd9-4,books,237.27,1
6b76e9a1,affa909a-d,books,144.13,1
d9028424,b728a1fd-f,books,13.94,1
d6e84fa8,9290dba4-3,sports,21.56,1
3cce7ee7,35165fca-f,sports,292.14,1
2359eacf,f9b277b8-e,clothing,186.79,1
cea71fcf,6330d18c-c,home & kitchen,92.56,1
aeb09719,cca83636-7,sports,398.36,1
afbfbe33,0e1a71b4-5,sports,297.93,1
8ee04e56,f75cd757-e,books,459.93,1
17ec5173,d7756866-3,toys,243.7,1
4277aa34,8758e2a7-5,toys,410.96,1
4a66b400,f6668874-4,books,214.78,1
b849ee82,99f4f73c-d,sports,461.84,1
d8adad87,34731d18-b,clothing,44.29,1
e3181955,9daf59d4-d,sports,361.15,1
b7b776d2,112725bd-9,toys,343.46,1
6707ca3f,5471b17a-5,sports,50.65,1
3421e7ba,4e770614-0,electronics,254.31,1
14a322ad,880eab94-7,home & kitchen,130.03,1
c3a6ef65,a3a6c3c3-5,electronics,169.29,1
58e5b2b1,2029492d-a,electronics,346.24,1
913acac1,97aa2898-6,toys,448.53,1
d51c7bc1,1a75428d-6,beauty,128.28,1
531b6e08,741be484-3,beauty,300.7,1
36e2ff8c,6cc0fabb-0,toys,36.75,1
c98a91eb,edc90cdd-f,electronics,30.87,1
d30c4698,49da2a6d-0,sports,90.79,1
29782162,19694848-0,sports,100.26,1
fdb2b385,966d092f-4,clothing,32.89,1
833e59d2,e1fbcf04-4,electronics,137.25,1
8f46fab4,5ff948e9-e,clothing,152.38,1
f69c9130,37dd32b9-2,toys,70.66,1
c1edff29,f5929b23-f,electronics,250.46,1
741de2c1,f735c522-7,home & kitchen,222.83,1
c9c10b75,0bb347fc-8,books,128.68,1
2428050,385d5a98-5,books,286.33,1
cc0dfe20,1879476d-1,sports,302.79,1
32d535ae,60552b00-5,books,347.69,1
87bf4ca6,8dc77453-f,toys,124.96,1
24af6c3e,68175273-6,clothing,32.29,1
1828fb43,1716680b-f,home & kitchen,250.23,1
65aaf4f4,61dc6cda-6,beauty,342.94,1
faf193a9,3b35362c-0,toys,51.1,1
c6a2892f,7321f69d-6,sports,21.39,1
4e432e36,70243117-d,clothing,310.25,1
29421930,ec7ee1d8-c,clothing,262.79,1
85227829,9f0f06d3-3,sports,173.94,1
fcf06f0b,b1f1cec7-8,electronics,236.76,1
df90d7c9,fbcacc6c-d,clothing,204.91,1
3adf00f3,28c40ae3-e,electronics,343.64,1
27dd0710,9eeae0e2-6,clothing,34.66,1
500dfa44,b8c6b653-c,beauty,15.56,1
c41750b6,538ed23f-d,sports,169.19,1
e6659f20,c612b025-d,toys,295.48,1
ea529ab7,5aff8eb0-a,books,46.1,1
83bef224,0a6ec1de-5,home & kitchen,81.0,1
f14cd9dc,4cf74eeb-1,toys,467.24,1
97d33649,66d31bcc-5,sports,163.51,1
0be6c0bb,86c443dc-d,clothing,133.94,1
09ed6fb4,e5071257-0,electronics,138.46,1
898f9c6d,2d45fe93-4,clothing,144.32,1
116fecb8,1df471c0-6,electronics,122.66,1
594294be,ad05bd9b-3,beauty,200.26,1
ad1e2bd6,26feb22b-9,beauty,146.92,1
e45edb68,43084da7-3,toys,408.73,1
39c35fd6,d3ede683-9,home & kitchen,65.7,1
3d958865,8b7d3acc-5,beauty,156.61,1
52ee67bc,c2358c11-c,clothing,425.81,1
00db7b85,5e1c0286-d,clothing,450.9,1
d4336610,6f5b3c27-7,books,316.13,1
18fa5e20,1e048fba-3,clothing,350.6,1
c981b672,5e3bc580-6,sports,177.11,1
66ab38ee,b6c438b1-4,clothing,47.18,1
4f56d40d,6ff74b4d-7,sports,181.69,1
0f8a805d,513edd5b-a,sports,116.06,1
7d67e3f1,474e681a-a,home & kitchen,256.86,1
ab9fa9a3,1e7bf1fe-6,books,388.32,1
b428f6cc,f28cdd02-7,clothing,97.28,1
a03eaa0c,38d8b02d-4,clothing,385.3,1
6e2c9c02,6eac3727-8,electronics,112.0,1
5767f51e,db7d8ba8-a,books,444.98,1
08f509e7,0e5c25e6-2,beauty,170.23,1
0c414eaf,5d6d3c17-6,electronics,330.38,1
f198455a,d0d702ad-8,electronics,245.58,1
c7060813,25ea4a1f-0,books,407.59,1
e235eaa8,7c4d897b-7,sports,359.28,1
bc022fce,7fe0ba98-f,toys,315.36,1
c6a1341f,fa1b70a0-d,clothing,320.83,1
1738af2a,dce9a48e-f,clothing,266.57,1
5390cbdf,933712e7-8,sports,125.2,1
371ace0c,37cadfa7-8,beauty,193.56,1
187108d8,27cdeb76-6,sports,61.98,1
66f00c2d,cfcc5fd6-b,books,249.43,1
376f737f,210a2d36-7,electronics,90.81,1
7679f01b,4c798c68-9,beauty,86.1,1
0513a984,e0f744c7-3,sports,299.77,1
f4658b9f,f5819e74-0,books,163.52,1
9826f69a,37800a56-3,clothing,117.73,1
39b5a2a7,1a3aa7ac-9,sports,252.62,1
f720b9b7,6d05da53-3,toys,121.94,1
771ce878,2ea64143-d,home & kitchen,236.96,1
f1807b8c,9a544065-a,beauty,74.66,1
c78d307b,28dd3466-1,sports,79.14,1
18571441,7438ea1f-c,books,268.14,1
4d7042f4,071b5966-3,sports,244.71,1
52b9a923,1d4e9360-1,home & kitchen,210.4,1
f40a9b6d,e5a12194-5,books,79.38,1
0e01eaf1,385838a7-e,electronics,280.2,1
5b662387,bb11a08f-4,beauty,180.13,1
c2b48c64,b22c4626-9,home & kitchen,330.18,1
4ae01f60,2784b792-4,electronics,214.72,1
3696bfd0,c1e93299-2,toys,295.93,1
b5603d04,762221aa-3,books,176.6,1
1a80943e,389afb40-f,beauty,228.74,1
e14e962f,2830b16b-9,home & kitchen,257.52,1
2b3198dd,88733fae-e,beauty,88.28,1
8c24815e,67d80dfd-7,clothing,164.39,1
e6ee5109,381eab4a-d,home & kitchen,96.42,1
a1aad5f0,36fe6ac6-2,beauty,415.02,1
51d656fb,82b6cd96-6,sports,215.91,1
dc1a6629,a1f2b6dd-7,sports,73.64,1
fcb88b64,5dd58cd8-2,books,282.89,1
0410a28c,ed21c448-4,toys,32.07,1
b1851eeb,3eb56196-f,books,204.57,1
128c7985,c3890ccb-8,toys,105.46,1
da8e2fdc,4a8e60af-d,beauty,428.66,1
48f6819e,7bcd7ac9-6,beauty,267.98,1
13fcb9dd,90a62e58-d,sports,106.5,1
db68c3eb,9e13e61e-c,home & kitchen,450.17,1
71466805,d5ffce9f-3,home & kitchen,125.99,1
1e5bd791,3bf1badc-6,beauty,259.12,1
7dd71ecb,8f8a84e9-8,beauty,367.11,1
3c8ad6d6,531124f2-0,clothing,76.69,1
e7267a38,4fb52521-f,electronics,186.63,1
33f0e5f8,ae353616-c,books,18.7,1
9cb99a90,3eed3203-4,electronics,191.54,1
a69f0bc8,062f7492-d,sports,355.47,1
b1ae1119,c18f0916-4,beauty,295.32,1
eb5ebf37,1ff000e0-e,clothing,190.6,1
116383a9,69e1b723-6,home & kitchen,35.59,1
fe8a21d2,5e2b3419-a,home & kitchen,362.82,1
81b75cf4,91b88773-5,clothing,303.16,1
b755ad6c,908a54b6-0,sports,321.66,1
e3fa60e2,27c745da-8,home & kitchen,408.29,1
74d77f27,51f72692-9,home & kitchen,372.65,1
a852ff82,d269fa86-d,home & kitchen,127.44,1
a5464600,03e902b1-7,beauty,240.86,1
ee300046,a2075783-1,books,59.8,1
a49da7a4,507cfd45-3,toys,258.42,1
2e541d01,d530da77-3,books,177.28,1
6c22afc7,cddf766d-e,clothing,315.96,1
e4aa32a0,d78da125-0,books,245.53,1
09ca67b7,018f23ea-7,home & kitchen,217.87,1
1672d24e,b121d823-9,beauty,379.89,1
a4b13791,98898541-4,clothing,401.0,1
a8343047,919c0e4d-0,electronics,315.88,1
16424ec7,0e7f87e5-8,toys,160.09,1
ec4f4397,310c2d25-b,home & kitchen,190.96,1
7c959ad5,73bb6de8-1,electronics,145.47,1
9cf50531,31dd646d-7,clothing,122.36,1
3aec426f,267985bd-2,sports,52.25,1
1e6e48c2,b8455d97-7,sports,183.9,1
9328a910,7dcce976-1,books,362.33,1
ecbb43d3,a7f3a36d-b,electronics,332.42,1
a577d4b8,f4193c4a-2,electronics,384.61,1
317bca3f,26c3c2aa-e,clothing,162.55,1
2efb6b7f,012b2dda-1,electronics,315.45,1
ed1ebaa0,52cdaea0-8,beauty,101.41,1
eb1911f4,3ba6780b-a,toys,120.88,1
260c8ec5,5024d38a-c,toys,19.29,1
a8fc85ce,4af5147b-4,toys,189.3,1
fb8277c8,3c7eedc9-a,sports,250.72,1
afacdc15,6280a914-4,books,285.21,1
06539e8b,5497ca0e-5,electronics,393.25,1
f6e5828e,3a6f86b9-b,toys,146.19,1
7da79df6,122394b2-e,sports,63.8,1
29db5c37,63b737b8-d,sports,393.12,1
c8e51376,433fec78-f,sports,116.03,1
403ab1e9,4b94f455-e,toys,215.4,1
a458dc49,451dc78c-3,books,208.71,1
aca0dcaf,c385a9e4-c,toys,287.77,1
a31224b8,ce07178a-6,clothing,76.31,1
695fccc3,13cd0a57-0,toys,70.62,1
501b16d8,3d9f22df-f,electronics,356.84,1
7d7f6ad1,a0d2dea3-a,clothing,389.67,1
c814cdcc,56886e5d-7,electronics,340.9,1
c6b46864,6e4a33e0-e,electronics,471.92,1
5a627202,5ec4a8b3-d,electronics,93.49,1
63fef598,4a545c9f-8,books,317.56,1
00d8ac27,f330657b-d,home & kitchen,47.54,1
0b4f24e1,2fe1f2b3-b,clothing,11.52,1
59dce1d0,bef56996-5,beauty,115.13,1
d60ab6ad,84268f41-1,sports,190.26,1
d9a0217a,0f8b3bb7-8,books,293.43,1
4720abd8,4396ccca-1,home & kitchen,179.19,1
c0e9ac8d,4b89d022-8,books,95.05,1
a9fa4694,5afee66b-4,beauty,239.25,1
c19814f1,17c05cd0-c,toys,337.95,1
e7e2b27c,b0d69622-a,toys,194.27,1
f3b73afc,f73bf81c-f,electronics,346.42,1
8a3d2683,b3345786-8,books,33.15,1
fdc23ea4,4023a06e-7,home & kitchen,92.09,1
753861d7,3f1caf62-f,home & kitchen,47.33,1
fe1668db,2ad69764-b,toys,386.19,1
26dd0325,33850590-0,toys,280.17,1
abdb1e26,07fa6d99-0,clothing,195.08,1
86dbac6e,14161f4b-8,books,424.13,1
942598dd,33b219e4-0,toys,70.01,1
aa467976,89d4357f-0,clothing,101.53,1
c731ecdc,c6438a19-5,toys,245.57,1
9798d65d,0a454a94-f,books,38.72,1
cfc35694,fbe1be6d-3,toys,312.22,1
ae08fdb3,9d4429b3-b,books,108.97,1
9e064b40,912f767d-d,toys,84.73,1
4f2da9a6,4b585842-7,toys,177.54,1
19769f0e,c043a23a-d,toys,285.42,1
40fcae03,6698a03c-9,sports,216.94,1
afc39278,6e225e67-8,books,280.44,1
24315376,15b532b8-c,books,188.78,1
968fb1ae,f1aa4880-3,beauty,324.98,1
7c9152e1,e4733b2d-3,beauty,183.27,1
1bc7e890,88ac9198-a,books,317.6,1
5f605f60,ad95ddec-0,clothing,343.38,1
ad562a2f,2392c4a9-b,beauty,16.52,1
52a481f3,95d60434-e,toys,211.31,1
95f589a9,e9feb788-5,toys,211.91,1
f5e44697,0ca7d06c-9,beauty,71.26,1
1d146f4a,1d45530e-f,books,332.89,1
e4c02adc,33f24bca-a,clothing,228.77,1
5cf1d75f,3a2603ce-0,beauty,305.3,1
0353de5b,a8e54bbb-b,toys,265.75,1
399a95fc,c97eb78f-6,toys,352.22,1
c5481eba,408988b0-2,toys,358.89,1
